YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,24.2,2.1,20.0,28.4,1772.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.9,1.4,5.1,10.6,819.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,20.3,2.7,15.0,25.7,718.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,33.3,1.9,29.5,37.1,1063.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,71.0,1.9,67.2,74.8,948.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.6,0.9,6.8,10.4,1634.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2007,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,18.6,1.0,16.6,20.6,1717.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2000,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.1,0.4,0.2,1.9,819.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,52.2,8.4,35.8,68.6,81.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,54.1,9.6,35.2,73.0,54.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,54.6,2.6,49.6,59.7,342.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,33.2,2.8,27.8,38.7,864.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,10.4,2.0,6.6,14.3,702.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,55.6,2.1,51.5,59.7,1858.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2007,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.2,1.2,9.9,14.5,1406.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.9,0.4,1.1,2.7,1042.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.8,2.4,11.1,20.5,1004.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,5.5,0.7,4.2,6.8,1908.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.7,0.8,6.1,9.3,2044.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.0,0.8,3.5,6.5,1262.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.1,1.0,2.2,6.0,1004.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2009,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,8.4,1.2,6.1,10.7,868.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,50.3,3.3,43.8,56.7,287.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,29.6,2.6,24.5,34.7,1361.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.9,0.2,0.5,1.3,2966.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.6,1.1,4.5,8.7,980.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,50.2,6.1,38.2,62.2,114.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2007,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.8,0.3,0.3,1.3,1406.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,57.3,2.7,52.0,62.6,301.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.9,0.9,5.1,8.7,1000.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2009,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,52.4,8.7,35.3,69.5,100.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.7,3.9,15.0,30.4,702.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.8,0.6,0.6,3.0,1049.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,18.4,1.4,15.6,21.2,1063.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,16.7,1.8,13.1,20.3,908.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2009,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.2,1.1,18.0,22.4,1741.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2009,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,24.2,2.4,19.5,28.9,2085.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,0.2,0.0,0.8,1042.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2007,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.0,0.6,1.8,4.2,1406.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.9,1.3,20.3,25.5,1379.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,63.7,3.3,57.2,70.3,159.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.7,0.2,0.4,1.0,3351.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.4,0.5,0.4,2.3,884.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,11.9,1.1,9.7,14.1,1661.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.8,0.6,3.7,5.9,2966.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,21.4,1.9,17.8,25.1,840.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,52.8,5.6,41.9,63.7,177.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2009,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.0,1.4,3.3,8.7,1028.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.6,1.2,5.3,9.9,1551.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,1.1,7.7,12.0,1698.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.2,1.9,4.4,12.0,1065.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.2,0.7,3.9,6.5,1423.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,0.6,3.2,5.6,1531.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,54.4,1.8,50.9,57.9,1368.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,49.0,3.1,42.9,55.1,265.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,57.1,2.5,52.2,61.9,231.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,60.8,2.2,56.4,65.2,277.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,33.5,8.0,17.8,49.2,53.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,36.5,2.8,31.1,42.0,996.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,34.3,7.6,19.4,49.2,77.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.1,0.8,5.6,8.6,1667.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.0,0.5,2.1,3.9,1648.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2000,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,36.5,3.7,29.3,43.7,758.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.6,0.2,0.1,1.1,1223.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.7,1.3,16.2,21.2,1023.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.8,2.9,17.0,28.6,1360.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,18.9,1.7,15.7,22.2,2408.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2009,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,46.5,4.7,37.2,55.8,265.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.8,0.2,0.4,1.2,1423.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.7,0.5,2.8,4.6,3227.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.7,0.9,3.9,7.5,1049.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,27.7,2.0,23.7,31.7,2697.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.0,0.6,0.7,3.2,945.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,12.0,0.9,10.3,13.7,2134.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,28.3,1.4,25.5,31.1,1622.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,59.5,6.3,47.1,71.9,110.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.6,1.2,8.3,12.9,3018.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,55.2,4.8,45.7,64.7,655.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,57.0,2.3,52.5,61.6,934.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.8,1.9,15.1,22.6,756.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,5.3,0.6,4.2,6.4,2134.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,23.2,1.7,19.9,26.5,967.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,6.9,1.5,4.0,9.8,832.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,12.5,1.3,9.9,15.0,1849.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,56.2,4.2,47.9,64.5,266.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2000,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,11.4,1.5,8.5,14.4,1605.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2007,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.6,0.2,0.3,0.9,3418.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
